feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
HILIC.pos_Cluster_0100..ornithine	diagnosis_modified	UC	0.198650239236599	0.440331773725766	220	216	0.652415866668148	0.836505328963061
HILIC.pos_Cluster_0157..lysine	diagnosis_modified	CD	-0.197313227707306	0.438775444058631	220	220	0.653457100502919	0.836505328963061
HILIC.pos_Cluster_2093..urobilin.	mesalamine	Yes	0.374878517101339	0.84163266880168	220	158	0.656535528804439	0.83980158132347
HILIC.neg_Cluster_0552..pantothete	mesalamine	Yes	-0.092541366393944	0.208250662282932	220	220	0.657288161014499	0.840120040285198
C18.neg_Cluster_0246..linoleic.acid	immunosuppressant	Yes	-0.141519335231823	0.324701526808756	220	220	0.663455046010599	0.84113390510205
C18.neg_Cluster_0373..eicosenoate	mesalamine	Yes	0.170958106198284	0.391282431550558	220	215	0.66267805449808	0.84113390510205
C18.neg_Cluster_0591..eicosatrienoic.acid	immunosuppressant	Yes	-0.143102001819733	0.327626622441561	220	119	0.662774780644579	0.84113390510205
C18.neg_Cluster_1575..taurodeoxycholic.acid	diagnosis_modified	CD	-0.317209499057975	0.725293660783287	220	162	0.662362602910739	0.84113390510205
C8.pos_Cluster_0339..linoleoyl.ethanolamide	mesalamine	Yes	-0.176902394276168	0.401248984489701	220	218	0.659812344218504	0.84113390510205
C8.pos_Cluster_1849..cholestenone	immunosuppressant	Yes	-0.428613362455327	0.982131361821019	220	123	0.663044385578186	0.84113390510205
HILIC.neg_Cluster_0059..proline	steroids	Yes	0.125526425567435	0.286352310265448	220	220	0.661631442780124	0.84113390510205
HILIC.neg_Cluster_0073..threonine	steroids	Yes	0.150736591560081	0.346039622730485	220	220	0.663628428725598	0.84113390510205
HILIC.pos_Cluster_0032..cytosine	immunosuppressant	Yes	0.187384190886596	0.427739630523908	220	198	0.66183660119884	0.84113390510205
HILIC.pos_Cluster_0248..phenylalanine	steroids	Yes	0.0949766983456292	0.21488926855434	220	220	0.659017333434133	0.84113390510205
HILIC.pos_Cluster_0524..N.acetyl.L.arginine	antibiotic	Yes	0.155581578751779	0.353348014371588	220	220	0.660226077288275	0.84113390510205
C18.neg_Cluster_0250..oleic.acid	antibiotic	Yes	-0.239237744483669	0.558229811612542	220	220	0.668735734294005	0.846388461552383
C8.pos_Cluster_0416..cholesterol	antibiotic	Yes	0.260997889281123	0.610102577189776	220	220	0.669296391359468	0.846388461552383
HILIC.neg_Cluster_0015..alanine	steroids	Yes	0.114998809029282	0.268768178423325	220	220	0.669238139175363	0.846388461552383
HILIC.neg_Cluster_0176..xylose	mesalamine	Yes	-0.193942613298151	0.456268578301269	220	202	0.671282526462149	0.848257010711261
C18.neg_Cluster_0256..stearic.acid	diagnosis_modified	UC	-0.277782657893571	0.656572285003528	220	220	0.672725589544466	0.848299594960068
HILIC.neg_Cluster_0230..levoglucosan	diagnosis_modified	CD	-0.181347706483378	0.428663413471154	220	215	0.672744697352456	0.848299594960068
HILIC.pos_Cluster_0657..geranyl.acetoacetate.	immunosuppressant	Yes	0.101873222568939	0.240880414553152	220	217	0.672841944923363	0.848299594960068
C18.neg_Cluster_1292..chenodeoxycholate	immunosuppressant	Yes	-0.174795195298549	0.414874859457623	220	195	0.674007690239575	0.848953944086195
HILIC.pos_Cluster_0151..butyrobetaine	diagnosis_modified	CD	0.155509337078876	0.369546715183375	220	220	0.674378882442571	0.848953944086195
HILIC.neg_Cluster_0123..hypoxanthine	mesalamine	Yes	-0.108672480255591	0.26033633258094	220	218	0.676844547580825	0.851415313246467
HILIC.neg_Cluster_0069..succite	mesalamine	Yes	-0.131111136962666	0.316061499548612	220	220	0.678745939238869	0.851879779270454
HILIC.neg_Cluster_0118..malate	diagnosis_modified	UC	0.115702644821379	0.278470951788477	220	220	0.678260190579319	0.851879779270454
HILIC.pos_Cluster_1370..5alpha.cholestanol	mesalamine	Yes	0.269630040437791	0.649407929991678	220	134	0.678478694972366	0.851879779270454
C18.neg_Cluster_0729..docosapentaenoic.acid	antibiotic	Yes	-0.191011804519177	0.464875917920138	220	112	0.681627850139656	0.852290295377021
HILIC.pos_Cluster_0048..betaine	mesalamine	Yes	-0.173281437161829	0.418934957925853	220	210	0.679626206893732	0.852290295377021
HILIC.pos_Cluster_0091..leucine	immunosuppressant	Yes	0.0935555504712455	0.227590207756674	220	220	0.681494281823312	0.852290295377021
HILIC.pos_Cluster_0419..N.acetylhistidine	steroids	Yes	0.127696076808193	0.310126272186808	220	219	0.680993027140576	0.852290295377021
HILIC.pos_Cluster_0822..inosine	diagnosis_modified	UC	-0.259765097053013	0.631272624621772	220	212	0.681183870669174	0.852290295377021
HILIC.pos_Cluster_0038..N.acetylputrescine	antibiotic	Yes	-0.360532552433261	0.880673272056414	220	199	0.682729749697424	0.853028631082624
C8.pos_Cluster_1900..cholestenone	immunosuppressant	Yes	-0.245114515389004	0.601062697827308	220	158	0.683888118888938	0.853197742936985
HILIC.pos_Cluster_0156..glutamine	mesalamine	Yes	-0.0916544324710538	0.224436143985296	220	220	0.683467076828889	0.853197742936985
HILIC.neg_Cluster_1088..linoleoyl.ethanolamide	immunosuppressant	Yes	-0.13233417153339	0.325394730718893	220	217	0.684704640684805	0.853577982557739
C18.neg_Cluster_0373..eicosenoate	antibiotic	Yes	-0.225562974489862	0.562681661328474	220	215	0.68897493151388	0.85795435636349
HILIC.neg_Cluster_0192..ribitol	mesalamine	Yes	-0.0986240381563682	0.246248925815137	220	219	0.689243907390333	0.85795435636349
C8.pos_Cluster_0168..palmitoylethanolamide	mesalamine	Yes	0.119388082599599	0.298736651035567	220	217	0.689877842255205	0.858103087905804
HILIC.pos_Cluster_0121..imidazole.propionate	diagnosis_modified	CD	0.29550161849137	0.743494945534466	220	215	0.691491825936986	0.859469721060278
C18.neg_Cluster_0373..eicosenoate	diagnosis_modified	CD	-0.201090047275301	0.508295923296517	220	215	0.692841652838209	0.859664453007483
C8.pos_Cluster_0123..sphingosine	steroids	Yes	0.124644245050802	0.31544574685259	220	218	0.693194657850758	0.859664453007483
HILIC.pos_Cluster_0089..hydroxyproline	mesalamine	Yes	-0.139307963462674	0.351933619042018	220	220	0.692679755738927	0.859664453007483
C18.neg_Cluster_0079..undecanedionate	immunosuppressant	Yes	0.111466501741195	0.286564698548466	220	213	0.697739574430403	0.861317920607202
C18.neg_Cluster_1081..glycolithocholic.acid	mesalamine	Yes	-0.138828235889714	0.357409256594079	220	127	0.698142583130058	0.861317920607202
C18.neg_Cluster_2068..maslinic.acid	mesalamine	Yes	-0.144819206379156	0.372143527085602	220	92	0.697611227444076	0.861317920607202
HILIC.neg_Cluster_0174..tartarate	diagnosis_modified	CD	0.244506183727616	0.623834400436338	220	209	0.695550623892285	0.861317920607202
HILIC.neg_Cluster_0824..inosine	immunosuppressant	Yes	-0.168950003005273	0.43237289236156	220	203	0.696428719702241	0.861317920607202
HILIC.pos_Cluster_0036..creatinine	mesalamine	Yes	0.247808622215741	0.632647604088441	220	213	0.69572763863701	0.861317920607202
HILIC.pos_Cluster_0246..7.methylguanine	antibiotic	Yes	-0.214609214576573	0.550791585959521	220	218	0.697250178531057	0.861317920607202
C18.neg_Cluster_0268..hexadecanedioic.acid	steroids	Yes	-0.0733827921481853	0.189307530831481	220	217	0.698727176174236	0.861402017633869
C18.neg_Cluster_0177..tetradecanedioate	immunosuppressant	Yes	-0.0495053151523029	0.129001588823644	220	220	0.701596568065108	0.861754842071134
C18.neg_Cluster_0268..hexadecanedioic.acid	immunosuppressant	Yes	0.0647275083333224	0.167885573306703	220	217	0.700273961113711	0.861754842071134
HILIC.pos_Cluster_0024..serine	immunosuppressant	Yes	0.0963604291068111	0.249924058951463	220	217	0.700264016520784	0.861754842071134
HILIC.pos_Cluster_0455..tryptophan	diagnosis_modified	UC	0.111412356311034	0.290008903764554	220	220	0.701292212078381	0.861754842071134
HILIC.pos_Cluster_0822..inosine	immunosuppressant	Yes	0.16768309819792	0.435542529810643	220	212	0.700678615906466	0.861754842071134
HILIC.pos_Cluster_0248..phenylalanine	antibiotic	Yes	-0.111425408238963	0.291527821313428	220	220	0.702740532148544	0.862524803255167
HILIC.pos_Cluster_1160..linoleoyl.ethanolamide	mesalamine	Yes	0.132430826785794	0.347250516809691	220	214	0.703364223465827	0.862655532897793
C18.neg_Cluster_1045..chenodeoxycholate	immunosuppressant	Yes	0.187992904549688	0.497052344809017	220	159	0.705701806043243	0.862951060982362
HILIC.neg_Cluster_0062..alpha.ketoisovalerate	diagnosis_modified	CD	-0.203058207792579	0.537824755885287	220	211	0.706191965372257	0.862951060982362
HILIC.neg_Cluster_0247..L.phenyllactic.acid	immunosuppressant	Yes	-0.150215855947056	0.396187542611187	220	214	0.705006433619651	0.862951060982362
HILIC.neg_Cluster_0452..tryptophan	mesalamine	Yes	-0.0893001119442563	0.236042534740131	220	220	0.705622749606284	0.862951060982362
HILIC.pos_Cluster_0090..creatine	immunosuppressant	Yes	-0.18187271605461	0.479290235200394	220	218	0.704777250605201	0.862951060982362
HILIC.pos_Cluster_0248..phenylalanine	mesalamine	Yes	-0.0762171441047523	0.202725133282004	220	220	0.707372879849083	0.863761320342805
C18.neg_Cluster_0530..13.docosenoate	diagnosis_modified	UC	0.220143171725812	0.587572818120632	220	126	0.708336192318344	0.864111462749117
HILIC.neg_Cluster_0066..valine	steroids	Yes	0.107083889819548	0.28702131468411	220	220	0.709508610738184	0.864111462749117
HILIC.neg_Cluster_0156..caprylic.acid	antibiotic	Yes	-0.250188879954785	0.670985979757534	220	220	0.709671604407031	0.864111462749117
HILIC.neg_Cluster_0706..uridine	diagnosis_modified	UC	-0.162854044513586	0.436856112163439	220	216	0.709731836910246	0.864111462749117
C18.neg_Cluster_0354..arachidonic.acid	mesalamine	Yes	-0.114401259125793	0.308142377085361	220	220	0.710865653213854	0.864673062619277
HILIC.neg_Cluster_0328..homovanillate	immunosuppressant	Yes	-0.195404607237356	0.52702208171324	220	198	0.711229881243194	0.864673062619277
HILIC.pos_Cluster_2052..bilirubin	diagnosis_modified	UC	-0.192058656676969	0.519812463423974	220	219	0.712192645145399	0.865212914859814
HILIC.pos_Cluster_0022..choline	steroids	Yes	0.0842925656093284	0.228691412659905	220	220	0.712855146384704	0.865387470283615
HILIC.neg_Cluster_0120..adenine	immunosuppressant	Yes	-0.13017734510446	0.356268841044782	220	220	0.715234908144106	0.866569059470005
HILIC.neg_Cluster_0173..methionine	steroids	Yes	-0.109242177831578	0.29912618857139	220	218	0.715373832336769	0.866569059470005
HILIC.neg_Cluster_0182..guanine	immunosuppressant	Yes	0.171527046507928	0.469697001007857	220	175	0.715387047296281	0.866569059470005
HILIC.neg_Cluster_0706..uridine	immunosuppressant	Yes	-0.109856502887666	0.301406094346174	220	216	0.715913617964779	0.866577586912374
HILIC.pos_Cluster_0295..arginine	immunosuppressant	Yes	-0.121460974523983	0.334917378409141	220	220	0.717271004084536	0.8675672307661
HILIC.pos_Cluster_1148..linoleoyl.ethanolamide	immunosuppressant	Yes	0.133825058626145	0.369694096668469	220	215	0.717771449914399	0.8675672307661
HILIC.pos_Cluster_0036..creatinine	immunosuppressant	Yes	0.214527849860217	0.594722662146444	220	213	0.718718747451347	0.868083179398152
HILIC.neg_Cluster_0033..malonate	mesalamine	Yes	0.101959182149022	0.283388217844522	220	220	0.719415163447012	0.868295580773962
HILIC.pos_Cluster_0167..methionine	mesalamine	Yes	0.100669104561446	0.280978709540873	220	218	0.720539937579057	0.86902430649448
HILIC.neg_Cluster_0201..histidine	immunosuppressant	Yes	0.0940044529190724	0.263141207364631	220	219	0.7213174590697	0.869333469456835
HILIC.pos_Cluster_0936..diacetylspermine	immunosuppressant	Yes	-0.152802025584352	0.430172210029773	220	210	0.722833780272261	0.870531946205149
C18.neg_Cluster_0394..9.10.diHOME	diagnosis_modified	CD	0.151240443185561	0.430940913097934	220	216	0.726020033246906	0.873738394989783
HILIC.pos_Cluster_0419..N.acetylhistidine	diagnosis_modified	UC	0.138229724018388	0.398630416135323	220	219	0.729162413933447	0.876887459582545
C18.neg_Cluster_2021..urobilin	immunosuppressant	Yes	0.234470609585504	0.6821911899654	220	171	0.731458471159775	0.87775016539173
C8.pos_Cluster_0341..N.oleoylethanolamine	immunosuppressant	Yes	0.117941322892732	0.341762145121638	220	214	0.730410873316693	0.87775016539173
HILIC.neg_Cluster_0401..glucurote	immunosuppressant	Yes	0.143158849763223	0.415833306954264	220	200	0.731032305160287	0.87775016539173
C18.neg_Cluster_0373..eicosenoate	diagnosis_modified	UC	-0.179799388594514	0.533125377245032	220	215	0.736304680020751	0.879824596448772
C18.neg_Cluster_0530..13.docosenoate	immunosuppressant	Yes	-0.136853747254557	0.405392126429623	220	126	0.736057649291867	0.879824596448772
C18.neg_Cluster_1197..glycoursodeoxycholic.acid	immunosuppressant	Yes	0.170130573646984	0.500457303998756	220	160	0.734277596364149	0.879824596448772
C8.pos_Cluster_0341..N.oleoylethanolamine	steroids	Yes	-0.130939570169968	0.385370502958306	220	214	0.734408744991656	0.879824596448772
HILIC.neg_Cluster_0133..4.nitrophenol	diagnosis_modified	UC	0.192285874223359	0.574230419495822	220	214	0.738109235130788	0.879824596448772
HILIC.neg_Cluster_0204..imidazolelactate	antibiotic	Yes	0.146883346069485	0.439257343950263	220	220	0.738461891503765	0.879824596448772
HILIC.pos_Cluster_0046..valine	steroids	Yes	0.0772634395525533	0.230126611086569	220	220	0.737442953614398	0.879824596448772
HILIC.pos_Cluster_0245..1.methylguanine	steroids	Yes	0.34932583186875	1.04193704739058	220	182	0.73780243281596	0.879824596448772
HILIC.pos_Cluster_0333..tyrosine	antibiotic	Yes	-0.11002698032898	0.328989471034595	220	220	0.73842496175737	0.879824596448772
HILIC.pos_Cluster_0405..caffeine	antibiotic	Yes	0.227515862989143	0.676960497252615	220	201	0.737186050990615	0.879824596448772
HILIC.pos_Cluster_0298..dimethyllysine	antibiotic	Yes	-0.142374298072575	0.426670841265464	220	220	0.738992026568698	0.879827766107487
C18.neg_Cluster_0863..docosapentaenoic.acid	mesalamine	Yes	-0.131713992603478	0.395893731386663	220	173	0.739735143840605	0.879930630615253
HILIC.neg_Cluster_0220..3.methyladipate.pimelate	mesalamine	Yes	-0.235097459810647	0.709007334845114	220	180	0.740574614933939	0.879930630615253
HILIC.pos_Cluster_0157..lysine	mesalamine	Yes	0.111960054686693	0.337766082290185	220	220	0.740661034402767	0.879930630615253
HILIC.neg_Cluster_0283..shikimate	mesalamine	Yes	0.18046591252923	0.546969474953692	220	165	0.741818244376478	0.88005180058319
HILIC.pos_Cluster_0272..3.methylhistidine	immunosuppressant	Yes	0.0982630786441879	0.297678525484798	220	220	0.741697422255625	0.88005180058319
C18.neg_Cluster_0361..eicosatrienoic.acid	antibiotic	Yes	0.189026064432701	0.575117330316519	220	206	0.742771920380715	0.880556903479056
HILIC.neg_Cluster_0841..heptadecanoate	steroids	Yes	-0.112765443868665	0.343839093338194	220	219	0.743310836917519	0.880569940325583
C18.neg_Cluster_0107..myristic.acid	mesalamine	Yes	0.100196226043494	0.310448554291741	220	218	0.747249645732484	0.882279658877338
C18.neg_Cluster_1324..docosapentaenoic.acid	antibiotic	Yes	0.169497951712268	0.530306719251061	220	160	0.749613239808958	0.882279658877338
HILIC.neg_Cluster_0033..malonate	diagnosis_modified	CD	0.11816528084453	0.368135812461142	220	220	0.748583757750868	0.882279658877338
HILIC.neg_Cluster_0064..caproic.acid	steroids	Yes	-0.172932334080566	0.542015681293543	220	215	0.75004349897366	0.882279658877338
HILIC.neg_Cluster_0161..2.methylglutaric.acid	immunosuppressant	Yes	0.110744582372229	0.345826023751869	220	220	0.749151870314392	0.882279658877338
HILIC.neg_Cluster_1126..docosapentaenoate	antibiotic	Yes	0.16623802719012	0.512643125198114	220	220	0.746093222627378	0.882279658877338
HILIC.neg_Cluster_1571..glycocholate	immunosuppressant	Yes	-0.173879124668018	0.54054988270934	220	194	0.74806328968751	0.882279658877338
HILIC.pos_Cluster_0728..2.deoxyadenosine	steroids	Yes	-0.176456755377852	0.548029439056776	220	164	0.747826340065884	0.882279658877338
HILIC.pos_Cluster_0734..deoxyinosine	diagnosis_modified	UC	-0.209516730117136	0.655071315178582	220	190	0.749450078989195	0.882279658877338
HILIC.pos_Cluster_1370..5alpha.cholestanol	immunosuppressant	Yes	-0.194920961590021	0.610478266965303	220	134	0.749863242705989	0.882279658877338
C18.neg_Cluster_1621..cholate	immunosuppressant	Yes	0.152832931885389	0.480187597927892	220	108	0.750631491423979	0.882349068143197
C18.neg_Cluster_0164..palmitoleic.acid	antibiotic	Yes	0.158955236049993	0.502265639418229	220	198	0.75199580590317	0.882708658864524
HILIC.pos_Cluster_0100..ornithine	antibiotic	Yes	0.147083671059482	0.464743612949136	220	216	0.751990471441323	0.882708658864524
C18.neg_Cluster_0244..alpha.linolenic.acid	antibiotic	Yes	0.193620463094189	0.619408212259373	220	218	0.754942788935019	0.885544706008166
C18.neg_Cluster_0177..tetradecanedioate	steroids	Yes	-0.0451425176703745	0.145462005892123	220	220	0.756650720561023	0.886924386434144
HILIC.neg_Cluster_0332..saccharin	diagnosis_modified	CD	-0.293183359973904	0.949729956476153	220	174	0.757893848619049	0.88775768223074
C18.neg_Cluster_1385..maslinic.acid	mesalamine	Yes	0.15365263814499	0.503816089855334	220	181	0.760724182493475	0.888926657967779
HILIC.neg_Cluster_1170..lactose	immunosuppressant	Yes	0.0831659808808608	0.273047782794915	220	215	0.761023541713422	0.888926657967779
HILIC.pos_Cluster_0383..kynurenic.acid	diagnosis_modified	UC	0.168803656823642	0.554119364651494	220	210	0.760985422320417	0.888926657967779
HILIC.pos_Cluster_1148..linoleoyl.ethanolamide	steroids	Yes	-0.127154300654096	0.416866531321477	220	215	0.760688916623788	0.888926657967779
HILIC.pos_Cluster_0099..asparagine	antibiotic	Yes	-0.250913781864973	0.83062017325726	220	176	0.762928549741193	0.890528216212953
HILIC.neg_Cluster_0125..phenylacetate	mesalamine	Yes	0.117996951491065	0.394321822970834	220	213	0.76509085602663	0.891211462539768
HILIC.neg_Cluster_0706..uridine	steroids	Yes	-0.101704092353696	0.339865078186302	220	216	0.765084603873132	0.891211462539768
HILIC.pos_Cluster_0156..glutamine	immunosuppressant	Yes	-0.0631271190584755	0.210982006681493	220	220	0.765116795178027	0.891211462539768
HILIC.pos_Cluster_0007..putrescine	antibiotic	Yes	-0.172905454006922	0.581505849992457	220	208	0.766538103560472	0.891621727154022
HILIC.pos_Cluster_0524..N.acetyl.L.arginine	steroids	Yes	-0.0775921287699962	0.260457804717733	220	220	0.76610686140402	0.891621727154022
HILIC.pos_Cluster_0455..tryptophan	antibiotic	Yes	0.0907681705789377	0.306086895757145	220	220	0.767145688992376	0.891706626647585
HILIC.neg_Cluster_0049..uracil	immunosuppressant	Yes	-0.0933371066888636	0.315847443719023	220	218	0.767931457646936	0.891998378380981
C8.pos_Cluster_0166..sphingosine	mesalamine	Yes	0.100278234915758	0.34055112579385	220	215	0.768735801855319	0.89219430384314
C8.pos_Cluster_0629..cholestenone	mesalamine	Yes	0.109994534614988	0.375166396286465	220	113	0.769704798099688	0.89219430384314
HILIC.pos_Cluster_1113..phytosphingosine	steroids	Yes	-0.0771131114643058	0.262487170296509	220	220	0.769254649510587	0.89219430384314
HILIC.neg_Cluster_0173..methionine	diagnosis_modified	UC	0.111220548793275	0.384491117719173	220	218	0.77269931757396	0.895043376189837
HILIC.neg_Cluster_0392..citrate	immunosuppressant	Yes	-0.121161754673473	0.424453277801956	220	220	0.775614204714213	0.897796317462393
HILIC.neg_Cluster_0069..succite	diagnosis_modified	UC	0.122292825946606	0.430636268313295	220	220	0.776740269402266	0.898182150454271
HILIC.neg_Cluster_0181..hydrocinnamic.acid	mesalamine	Yes	-0.18110556793453	0.638571925442037	220	205	0.777024486274288	0.898182150454271
C18.neg_Cluster_0530..13.docosenoate	mesalamine	Yes	-0.121244866044677	0.431243626359182	220	126	0.778906586563421	0.898587534516853
C18.neg_Cluster_1081..glycolithocholic.acid	steroids	Yes	-0.106506841178138	0.378854917891278	220	127	0.778924479047967	0.898587534516853
HILIC.neg_Cluster_0036..glycerate	immunosuppressant	Yes	-0.0535018409349591	0.191327882460229	220	220	0.78006879495228	0.898587534516853
HILIC.neg_Cluster_0069..succite	diagnosis_modified	CD	-0.11510064477843	0.410580079189642	220	220	0.779530781998788	0.898587534516853
HILIC.neg_Cluster_0173..methionine	mesalamine	Yes	-0.0791796659640993	0.28219369377647	220	218	0.779339619838283	0.898587534516853
HILIC.neg_Cluster_0824..inosine	diagnosis_modified	UC	-0.174480691653338	0.626678571883794	220	203	0.780998213791906	0.899037281300828
HILIC.neg_Cluster_0117..aspartate	steroids	Yes	-0.0606587775157547	0.21916197992357	220	220	0.782259436809312	0.899868096964091
HILIC.pos_Cluster_2052..bilirubin	diagnosis_modified	CD	-0.136254401502541	0.495603036948825	220	219	0.783677861516801	0.900878478986922
HILIC.neg_Cluster_1325..linoleoyl.ethanolamide	steroids	Yes	-0.106893196133985	0.392583401534586	220	220	0.785707602468607	0.902589725149888
C18.neg_Cluster_0171..palmitic.acid	diagnosis_modified	UC	-0.116261828937641	0.43387164359618	220	220	0.789024231038401	0.905563914353997
C18.neg_Cluster_0672..nervonic.acid	immunosuppressant	Yes	0.0965504736641749	0.366771940544945	220	127	0.792653986054815	0.905563914353997
C18.neg_Cluster_1465..taurolithocholic.acid	diagnosis_modified	UC	-0.184152598126152	0.705411531294438	220	99	0.794337392887579	0.905563914353997
HILIC.neg_Cluster_0085..taurine	antibiotic	Yes	0.184122075608095	0.697658311186219	220	220	0.792138049994889	0.905563914353997
HILIC.neg_Cluster_0133..4.nitrophenol	steroids	Yes	-0.118193542761702	0.446739466348329	220	214	0.791634222282175	0.905563914353997
HILIC.neg_Cluster_0296..citrulline	diagnosis_modified	UC	-0.106149657495655	0.406529169014022	220	219	0.794294997494441	0.905563914353997
HILIC.pos_Cluster_0110..1.methylnicotinamide	antibiotic	Yes	0.166816836814621	0.635577616538322	220	159	0.793253487782098	0.905563914353997
HILIC.pos_Cluster_0110..1.methylnicotinamide	mesalamine	Yes	0.117465702832803	0.441973450229518	220	159	0.790706491674112	0.905563914353997
HILIC.pos_Cluster_0134..proline.betaine	immunosuppressant	Yes	0.101922476414675	0.385388821606224	220	217	0.79171320822725	0.905563914353997
HILIC.pos_Cluster_0734..deoxyinosine	diagnosis_modified	CD	-0.166217013160955	0.624562425998947	220	190	0.790431139195584	0.905563914353997
HILIC.pos_Cluster_0914..8.hydroxy.deoxyguanosine	steroids	Yes	-0.126931999628519	0.481815241667328	220	209	0.792498938210718	0.905563914353997
HILIC.pos_Cluster_1017..sphinganine	mesalamine	Yes	0.0759080774651742	0.291459456081824	220	220	0.794811493174012	0.905563914353997
C18.neg_Cluster_0244..alpha.linolenic.acid	immunosuppressant	Yes	-0.104685716595123	0.404908754554412	220	218	0.796274899126194	0.906611967059721
HILIC.neg_Cluster_0016..oxalate	diagnosis_modified	UC	-0.125400302934093	0.493458558362887	220	213	0.799679472631868	0.907005871870142
HILIC.neg_Cluster_0082..nicotinate	mesalamine	Yes	-0.0571576736605642	0.225153570384064	220	220	0.799883475732002	0.907005871870142
HILIC.neg_Cluster_0392..citrate	diagnosis_modified	UC	-0.156959557701486	0.615199931964961	220	220	0.798900068033611	0.907005871870142
HILIC.pos_Cluster_0024..serine	steroids	Yes	-0.0717879305818269	0.281814009170697	220	217	0.799209099299925	0.907005871870142
HILIC.pos_Cluster_0306..citrulline	steroids	Yes	-0.0604555008150714	0.237434136834665	220	220	0.799297832523769	0.907005871870142
HILIC.pos_Cluster_0374..N.acetylspermidine	immunosuppressant	Yes	0.0778306210604568	0.303524350673136	220	220	0.797907635091293	0.907005871870142
C18.neg_Cluster_0530..13.docosenoate	steroids	Yes	-0.115500073683257	0.457119578301798	220	126	0.800802804180294	0.907431438432561
HILIC.pos_Cluster_0041..proline	antibiotic	Yes	0.0668035604451082	0.265609488072663	220	220	0.801697150702706	0.907828138066608
HILIC.neg_Cluster_0105..leucine	steroids	Yes	0.0661542070526532	0.263885232332394	220	220	0.802328105783873	0.90792624182327
C18.neg_Cluster_0515..palmitoylethanolamide	immunosuppressant	Yes	0.075997786680322	0.305310827846345	220	134	0.803697777334184	0.908243829670338
HILIC.neg_Cluster_0016..oxalate	antibiotic	Yes	-0.129730495911383	0.520815727908534	220	213	0.803565257650532	0.908243829670338
C18.neg_Cluster_0506..adrenic.acid	antibiotic	Yes	0.174013377843737	0.71318885353082	220	188	0.807504847809636	0.909552116841407
C18.neg_Cluster_1178..cholate	immunosuppressant	Yes	0.113832261269839	0.464735742170328	220	161	0.80677309467695	0.909552116841407
C8.pos_Cluster_0629..cholestenone	immunosuppressant	Yes	-0.0867190879301186	0.352676524032459	220	113	0.806039697424444	0.909552116841407
HILIC.neg_Cluster_0033..malonate	steroids	Yes	0.0732638142917914	0.300392387779641	220	220	0.807581945468899	0.909552116841407
HILIC.neg_Cluster_0162..glutamine	steroids	Yes	-0.101447272813077	0.413051474102584	220	217	0.806259249352908	0.909552116841407
C18.neg_Cluster_1722..cholate	immunosuppressant	Yes	0.103164668416275	0.431587166001751	220	124	0.81134120635768	0.913169454928887
C18.neg_Cluster_1372..cholate	immunosuppressant	Yes	0.12161879235583	0.513624641373857	220	117	0.813083889449265	0.914513774512053
HILIC.pos_Cluster_0405..caffeine	mesalamine	Yes	0.110786120503069	0.470750635098535	220	201	0.814204306428424	0.91515686194246
HILIC.neg_Cluster_0117..aspartate	diagnosis_modified	UC	-0.0659212713251137	0.281706643690441	220	220	0.815237063215557	0.915288918096474
HILIC.neg_Cluster_0324..tyrosine	diagnosis_modified	CD	0.0764247545290642	0.326920377471494	220	220	0.815419263963645	0.915288918096474
C8.pos_Cluster_0168..palmitoylethanolamide	antibiotic	Yes	-0.0986031053654392	0.429596684007209	220	217	0.818713227217594	0.918368300604537
HILIC.neg_Cluster_0103..acetylalanine	immunosuppressant	Yes	0.0440593302068993	0.19299922586189	220	220	0.819673442128727	0.918585456050998
HILIC.pos_Cluster_0405..caffeine	diagnosis_modified	CD	0.138906985882273	0.611529190721955	220	201	0.820558950549152	0.918585456050998
HILIC.pos_Cluster_0734..deoxyinosine	mesalamine	Yes	0.109381712142946	0.480783522942841	220	190	0.820279254325234	0.918585456050998
HILIC.neg_Cluster_0112..asparagine	immunosuppressant	Yes	0.12044269012998	0.532393586981238	220	176	0.82127198980367	0.918706871410443
HILIC.neg_Cluster_0480..1.3.7.trimethylurate	mesalamine	Yes	-0.11110084171738	0.492492849434415	220	212	0.821768976105744	0.918706871410443
C18.neg_Cluster_0019..p.hydroxyphenylacetate	steroids	Yes	-0.101117300655238	0.459999977152341	220	180	0.826252227692858	0.923100278494097
C18.neg_Cluster_0563..palmitoylethanolamide	mesalamine	Yes	-0.0707926731303663	0.323837239738974	220	208	0.827196870246833	0.923537067986424
HILIC.neg_Cluster_0118..malate	steroids	Yes	-0.0461344930984629	0.216644678114968	220	220	0.831599144446789	0.927210810786927
HILIC.neg_Cluster_0452..tryptophan	antibiotic	Yes	-0.0724659146153141	0.339439736830094	220	220	0.831181084097913	0.927210810786927
HILIC.neg_Cluster_0203..orotate	immunosuppressant	Yes	0.0746260986403091	0.354221685238568	220	220	0.833370525839062	0.928565155043123
HILIC.neg_Cluster_0392..citrate	mesalamine	Yes	0.0939887216718982	0.451520290617025	220	220	0.835331352600799	0.93012863560623
C18.neg_Cluster_0111..dodecanedioic.acid	immunosuppressant	Yes	0.0540608165096393	0.263634514007503	220	216	0.837749709958018	0.930957039447018
C18.neg_Cluster_0256..stearic.acid	mesalamine	Yes	0.099158459675252	0.481885145840298	220	220	0.837194074393048	0.930957039447018
